PRENOM,SEXE,ANNEES,NOMBRE NAISSANCE
GERMAINE,Femme,1903,7935
GERMAINE,Femme,1902,8337
GERMAINE,Femme,1901,7689
GERMAINE,Femme,1900,6981
GERTRUDE,Femme,1942,109
GERTRUDE,Femme,1941,123
GERTRUDE,Femme,1931,117
GERTRUDE,Femme,1930,102
GERTRUDE,Femme,1929,112
GERTRUDE,Femme,1927,110
GERTRUDE,Femme,1926,117
GERTRUDE,Femme,1925,101
GERTRUDE,Femme,1914,115
GERTRUDE,Femme,1913,122
GERTRUDE,Femme,1912,127
GERTRUDE,Femme,1911,108
GERTRUDE,Femme,1910,101
GERTRUDE,Femme,1909,102
GERTRUDE,Femme,1908,125
GERTRUDE,Femme,1906,115
GERTRUDE,Femme,1905,110
GERTRUDE,Femme,1904,118
GERTRUDE,Femme,1902,103
GERVAIS,Homme,1962,114
GHISLAIN,Homme,1996,104
GHISLAIN,Homme,1994,105
GHISLAIN,Homme,1993,131
GHISLAIN,Homme,1992,147
GHISLAIN,Homme,1991,182
GHISLAIN,Homme,1990,200
GHISLAIN,Homme,1989,208
GHISLAIN,Homme,1988,209
GHISLAIN,Homme,1987,250
GHISLAIN,Homme,1986,246
GHISLAIN,Homme,1985,223
GHISLAIN,Homme,1984,244
GHISLAIN,Homme,1983,256
GHISLAIN,Homme,1982,302
GHISLAIN,Homme,1981,295
GHISLAIN,Homme,1980,308
GHISLAIN,Homme,1979,277
GHISLAIN,Homme,1978,272
GHISLAIN,Homme,1977,241
GHISLAIN,Homme,1976,262
GHISLAIN,Homme,1975,276
GHISLAIN,Homme,1974,270
GHISLAIN,Homme,1973,299
GHISLAIN,Homme,1972,320
GHISLAIN,Homme,1971,207
GHISLAIN,Homme,1970,173
GHISLAIN,Homme,1969,166
GHISLAIN,Homme,1968,183
GHISLAIN,Homme,1967,214
GHISLAIN,Homme,1966,201
GHISLAIN,Homme,1965,209
GHISLAIN,Homme,1964,215
GHISLAIN,Homme,1963,208
GHISLAIN,Homme,1962,205
GHISLAIN,Homme,1961,137
GHISLAIN,Homme,1960,158
GHISLAIN,Homme,1959,199
GHISLAIN,Homme,1958,183
GHISLAIN,Homme,1957,165
GHISLAIN,Homme,1956,160
GHISLAIN,Homme,1955,194
GHISLAIN,Homme,1954,176
GHISLAIN,Homme,1953,159
GHISLAIN,Homme,1952,201
GHISLAIN,Homme,1951,246
GHISLAIN,Homme,1950,181
GHISLAIN,Homme,1949,156
GHISLAIN,Homme,1948,135
GHISLAIN,Homme,1947,125
GHISLAIN,Homme,1946,123
GHISLAINE,Femme,1982,108
GHISLAINE,Femme,1981,129
GHISLAINE,Femme,1980,140
GHISLAINE,Femme,1979,145
GHISLAINE,Femme,1978,155
GHISLAINE,Femme,1977,205
GHISLAINE,Femme,1976,240
GHISLAINE,Femme,1975,321
GHISLAINE,Femme,1974,406
GHISLAINE,Femme,1973,476
GHISLAINE,Femme,1972,546
GHISLAINE,Femme,1971,560
GHISLAINE,Femme,1970,707
GHISLAINE,Femme,1969,828
GHISLAINE,Femme,1968,875
GHISLAINE,Femme,1967,1005
GHISLAINE,Femme,1966,1232
GHISLAINE,Femme,1965,1389
GHISLAINE,Femme,1964,1627
GHISLAINE,Femme,1963,1913
GHISLAINE,Femme,1962,2132
GHISLAINE,Femme,1961,2496
GHISLAINE,Femme,1960,2403
GHISLAINE,Femme,1959,2825
GHISLAINE,Femme,1958,2879
GHISLAINE,Femme,1957,2722
GHISLAINE,Femme,1956,3135
GHISLAINE,Femme,1955,2765
GHISLAINE,Femme,1954,2460
GHISLAINE,Femme,1953,2502
GHISLAINE,Femme,1952,2480
GHISLAINE,Femme,1951,2374
GHISLAINE,Femme,1950,2301
GHISLAINE,Femme,1949,2140
GHISLAINE,Femme,1948,1589
GHISLAINE,Femme,1947,1510
GHISLAINE,Femme,1946,1270
GHISLAINE,Femme,1945,847
GHISLAINE,Femme,1944,767
GHISLAINE,Femme,1943,700
GHISLAINE,Femme,1942,616
GHISLAINE,Femme,1941,513
GHISLAINE,Femme,1940,465
GHISLAINE,Femme,1939,515
GHISLAINE,Femme,1938,489
GHISLAINE,Femme,1937,435
GHISLAINE,Femme,1936,489
GHISLAINE,Femme,1935,471
GHISLAINE,Femme,1934,389
GHISLAINE,Femme,1933,378
GHISLAINE,Femme,1932,316
GHISLAINE,Femme,1931,329
GHISLAINE,Femme,1930,318
GHISLAINE,Femme,1929,282
GHISLAINE,Femme,1928,261
GHISLAINE,Femme,1927,251
GHISLAINE,Femme,1926,243
GHISLAINE,Femme,1925,223
GHISLAINE,Femme,1924,179
GHISLAINE,Femme,1923,172
GHISLAINE,Femme,1922,145
GHISLAINE,Femme,1921,135
GHYSLAINE,Femme,1961,117
GHYSLAINE,Femme,1959,119
GHYSLAINE,Femme,1958,126
GHYSLAINE,Femme,1957,118
GHYSLAINE,Femme,1956,108
GIANNI,Homme,2020,471
GIANNI,Homme,2019,401
GIANNI,Homme,2018,281
GIANNI,Homme,2017,241
GIANNI,Homme,2016,265
GIANNI,Homme,2015,256
GIANNI,Homme,2014,289
GIANNI,Homme,2013,304
GIANNI,Homme,2012,263
GIANNI,Homme,2011,298
GIANNI,Homme,2010,252
GIANNI,Homme,2009,267
GIANNI,Homme,2008,242
GIANNI,Homme,2007,267
GIANNI,Homme,2006,204
GIANNI,Homme,2005,185
GIANNI,Homme,2004,145
GIANNI,Homme,2003,161
GIANNI,Homme,2002,149
GIANNI,Homme,2001,108
GIANNI,Homme,2000,117
GIANNI,Homme,1999,113
GIANNI,Homme,1998,120
GIL,Homme,1971,109
GIL,Homme,1970,102
GIL,Homme,1969,136
GIL,Homme,1968,125
GIL,Homme,1967,184
GIL,Homme,1966,171
GIL,Homme,1964,117
GIL,Homme,1963,115
GIL,Homme,1962,118
GIL,Homme,1961,143
GIL,Homme,1960,118
GIL,Homme,1959,130
GIL,Homme,1957,107
GILBERT,Homme,1978,121
GILBERT,Homme,1976,128
GILBERT,Homme,1975,120
GILBERT,Homme,1974,183
GILBERT,Homme,1973,219
GILBERT,Homme,1972,253
GILBERT,Homme,1971,341
GILBERT,Homme,1970,387
GILBERT,Homme,1969,449
GILBERT,Homme,1968,552
GILBERT,Homme,1967,682
GILBERT,Homme,1966,817
GILBERT,Homme,1965,945
GILBERT,Homme,1964,1097
GILBERT,Homme,1963,1267
GILBERT,Homme,1962,1493
GILBERT,Homme,1961,1699
GILBERT,Homme,1960,2107
GILBERT,Homme,1959,2416
GILBERT,Homme,1958,2566
GILBERT,Homme,1957,2830
GILBERT,Homme,1956,3181
GILBERT,Homme,1955,3392
GILBERT,Homme,1954,3680
GILBERT,Homme,1953,3864
GILBERT,Homme,1952,4056
GILBERT,Homme,1951,3903
GILBERT,Homme,1950,4982
GILBERT,Homme,1949,5163
GILBERT,Homme,1948,5151
GILBERT,Homme,1947,5280
GILBERT,Homme,1946,5219
GILBERT,Homme,1945,3139
GILBERT,Homme,1944,3389
GILBERT,Homme,1943,3407
GILBERT,Homme,1942,3179
GILBERT,Homme,1941,2834
GILBERT,Homme,1940,2845
GILBERT,Homme,1939,3677
GILBERT,Homme,1938,3803
GILBERT,Homme,1937,4016
GILBERT,Homme,1936,4108
GILBERT,Homme,1935,4010
GILBERT,Homme,1934,3914
GILBERT,Homme,1933,4519
GILBERT,Homme,1932,4530
GILBERT,Homme,1931,4744
GILBERT,Homme,1930,4698
GILBERT,Homme,1929,4626
GILBERT,Homme,1928,4182
GILBERT,Homme,1927,3970
GILBERT,Homme,1926,3732
GILBERT,Homme,1925,3372
GILBERT,Homme,1924,3179
GILBERT,Homme,1923,2513
GILBERT,Homme,1922,2814
GILBERT,Homme,1921,2580
GILBERT,Homme,1920,2387
GILBERT,Homme,1919,1233
GILBERT,Homme,1918,1066
GILBERT,Homme,1917,790
GILBERT,Homme,1916,893
GILBERT,Homme,1915,722
GILBERT,Homme,1914,1153
GILBERT,Homme,1913,1160
GILBERT,Homme,1912,981
GILBERT,Homme,1911,1028
GILBERT,Homme,1910,1066
GILBERT,Homme,1909,935
GILBERT,Homme,1908,902
GILBERT,Homme,1907,778
GILBERT,Homme,1906,684
GILBERT,Homme,1905,604
GILBERT,Homme,1904,556
GILBERT,Homme,1903,542
GILBERT,Homme,1902,479
GILBERT,Homme,1901,402
GILBERT,Homme,1900,358
GILBERTE,Femme,1965,106
GILBERTE,Femme,1964,110
GILBERTE,Femme,1963,161
GILBERTE,Femme,1962,155
GILBERTE,Femme,1961,192
GILBERTE,Femme,1960,180
GILBERTE,Femme,1959,202
GILBERTE,Femme,1958,266
GILBERTE,Femme,1957,302
GILBERTE,Femme,1956,313
GILBERTE,Femme,1955,336
GILBERTE,Femme,1954,379
GILBERTE,Femme,1953,455
GILBERTE,Femme,1952,534
GILBERTE,Femme,1951,497
GILBERTE,Femme,1950,573
GILBERTE,Femme,1949,597
GILBERTE,Femme,1948,680
GILBERTE,Femme,1947,709
GILBERTE,Femme,1946,794
GILBERTE,Femme,1945,570
GILBERTE,Femme,1944,598
GILBERTE,Femme,1943,657
GILBERTE,Femme,1942,671
GILBERTE,Femme,1941,602
GILBERTE,Femme,1940,753
GILBERTE,Femme,1939,950
GILBERTE,Femme,1938,946
GILBERTE,Femme,1937,1029
GILBERTE,Femme,1936,1138
GILBERTE,Femme,1935,1190
GILBERTE,Femme,1934,1278
GILBERTE,Femme,1933,1538
GILBERTE,Femme,1932,1665
GILBERTE,Femme,1931,1722
GILBERTE,Femme,1930,1801
GILBERTE,Femme,1929,1770
GILBERTE,Femme,1928,1902
GILBERTE,Femme,1927,1930
GILBERTE,Femme,1926,2078
GILBERTE,Femme,1925,1967
GILBERTE,Femme,1924,1875
GILBERTE,Femme,1923,1740
GILBERTE,Femme,1922,1961
GILBERTE,Femme,1921,2000
GILBERTE,Femme,1920,2006
GILBERTE,Femme,1919,1132
GILBERTE,Femme,1918,1100
GILBERTE,Femme,1917,818
GILBERTE,Femme,1916,793
GILBERTE,Femme,1915,893
GILBERTE,Femme,1914,1318
GILBERTE,Femme,1913,1365
GILBERTE,Femme,1912,1167
GILBERTE,Femme,1911,1162
GILBERTE,Femme,1910,1191
GILBERTE,Femme,1909,1152
GILBERTE,Femme,1908,1115
GILBERTE,Femme,1907,979
GILBERTE,Femme,1906,663
GILBERTE,Femme,1905,658
GILBERTE,Femme,1904,651
GILBERTE,Femme,1903,575
GILBERTE,Femme,1902,414
GILBERTE,Femme,1901,289
GILBERTE,Femme,1900,260
GILDAS,Homme,1987,104
GILDAS,Homme,1986,117
GILDAS,Homme,1984,125
GILDAS,Homme,1983,137
GILDAS,Homme,1982,143
GILDAS,Homme,1981,188
GILDAS,Homme,1980,194
GILDAS,Homme,1979,201
GILDAS,Homme,1978,206
GILDAS,Homme,1977,197
GILDAS,Homme,1976,229
GILDAS,Homme,1975,214
GILDAS,Homme,1974,253
GILDAS,Homme,1973,291
GILDAS,Homme,1972,267
GILDAS,Homme,1971,205
GILDAS,Homme,1970,182
GILDAS,Homme,1969,160
GILDAS,Homme,1968,133
GILDAS,Homme,1967,149
GILDAS,Homme,1966,119
GILDAS,Homme,1965,130
GILDAS,Homme,1964,133
GILDAS,Homme,1963,160
GILDAS,Homme,1962,142
GILDAS,Homme,1961,127
GILDAS,Homme,1960,141
GILDAS,Homme,1959,129
GILDAS,Homme,1958,125
GILDAS,Homme,1957,144
GILDAS,Homme,1956,144
GILDAS,Homme,1955,162
GILDAS,Homme,1954,122
GILDAS,Homme,1951,106
GILLES,Homme,1998,111
GILLES,Homme,1997,106
GILLES,Homme,1996,119
GILLES,Homme,1995,153
GILLES,Homme,1994,162
GILLES,Homme,1993,187
GILLES,Homme,1992,239
GILLES,Homme,1991,307
GILLES,Homme,1990,360
GILLES,Homme,1989,401
GILLES,Homme,1988,474
GILLES,Homme,1987,550
GILLES,Homme,1986,538
GILLES,Homme,1985,656
GILLES,Homme,1984,781
GILLES,Homme,1983,904
GILLES,Homme,1982,1043
GILLES,Homme,1981,1216
GILLES,Homme,1980,1277
GILLES,Homme,1979,1279
GILLES,Homme,1978,1271
GILLES,Homme,1977,1378
GILLES,Homme,1976,1488
GILLES,Homme,1975,1491
GILLES,Homme,1974,1933
GILLES,Homme,1973,2572
GILLES,Homme,1972,3474
GILLES,Homme,1971,3886
GILLES,Homme,1970,3944
GILLES,Homme,1969,4450
GILLES,Homme,1968,4575
GILLES,Homme,1967,5275
GILLES,Homme,1966,5808
GILLES,Homme,1965,6015
GILLES,Homme,1964,6628
GILLES,Homme,1963,7035
GILLES,Homme,1962,7321
GILLES,Homme,1961,7412
GILLES,Homme,1960,7413
GILLES,Homme,1959,7525
GILLES,Homme,1958,6919
GILLES,Homme,1957,6846
GILLES,Homme,1956,6536
GILLES,Homme,1955,6083
GILLES,Homme,1954,5431
GILLES,Homme,1953,4908
GILLES,Homme,1952,4553
GILLES,Homme,1951,3994
GILLES,Homme,1950,3797
GILLES,Homme,1949,3346
GILLES,Homme,1948,2964
GILLES,Homme,1947,2654
GILLES,Homme,1946,2109
GILLES,Homme,1945,1358
GILLES,Homme,1944,1233
GILLES,Homme,1943,1077
GILLES,Homme,1942,723
GILLES,Homme,1941,630
GILLES,Homme,1940,562
GILLES,Homme,1939,654
GILLES,Homme,1938,622
GILLES,Homme,1937,590
GILLES,Homme,1936,592
GILLES,Homme,1935,506
GILLES,Homme,1934,520
GILLES,Homme,1933,479
GILLES,Homme,1932,432
GILLES,Homme,1931,318
GILLES,Homme,1930,261
GILLES,Homme,1929,269
GILLES,Homme,1928,248
GILLES,Homme,1927,220
GILLES,Homme,1926,200
GILLES,Homme,1925,173
GILLES,Homme,1924,164
GILLES,Homme,1923,131
GILLES,Homme,1922,109
GINA,Femme,1973,101
GINA,Femme,1969,101
GINA,Femme,1966,104
GINA,Femme,1963,124
GINA,Femme,1962,150
GINA,Femme,1961,144
GINA,Femme,1960,115
GINA,Femme,1959,159
GINA,Femme,1958,171
GINA,Femme,1957,170
GINA,Femme,1956,136
GINETTE,Femme,1967,116
GINETTE,Femme,1966,155
GINETTE,Femme,1965,225
GINETTE,Femme,1964,232
GINETTE,Femme,1963,257
GINETTE,Femme,1962,366
GINETTE,Femme,1961,369
GINETTE,Femme,1960,468
GINETTE,Femme,1959,579
GINETTE,Femme,1958,649
GINETTE,Femme,1957,832
GINETTE,Femme,1956,944
GINETTE,Femme,1955,1059
GINETTE,Femme,1954,1225
GINETTE,Femme,1953,1416
GINETTE,Femme,1952,1693
GINETTE,Femme,1951,1970
GINETTE,Femme,1950,2371
GINETTE,Femme,1949,2360
GINETTE,Femme,1948,2709
GINETTE,Femme,1947,3084
GINETTE,Femme,1946,3212
GINETTE,Femme,1945,2416
GINETTE,Femme,1944,2499
GINETTE,Femme,1943,2558
GINETTE,Femme,1942,2624
GINETTE,Femme,1941,2557
GINETTE,Femme,1940,2925
GINETTE,Femme,1939,3560
GINETTE,Femme,1938,3802
GINETTE,Femme,1937,4347
GINETTE,Femme,1936,4710
GINETTE,Femme,1935,4991
GINETTE,Femme,1934,5528
GINETTE,Femme,1933,5818
GINETTE,Femme,1932,6126
GINETTE,Femme,1931,6240
GINETTE,Femme,1930,6820
GINETTE,Femme,1929,6531
GINETTE,Femme,1928,6118
GINETTE,Femme,1927,5364
GINETTE,Femme,1926,4993
GINETTE,Femme,1925,4230
GINETTE,Femme,1924,2967
GINETTE,Femme,1923,2318
GINETTE,Femme,1922,1849
GINETTE,Femme,1921,1327
GINETTE,Femme,1920,657
GINETTE,Femme,1919,271
GINETTE,Femme,1918,153
GINETTE,Femme,1917,107
GINO,Homme,2010,109
GINO,Homme,1963,114
GINO,Homme,1962,106
GINO,Homme,1961,104
GINO,Homme,1959,123
GIOVANNI,Homme,2020,159
GIOVANNI,Homme,2019,138
GIOVANNI,Homme,2018,158
GIOVANNI,Homme,2017,136
GIOVANNI,Homme,2016,141
GIOVANNI,Homme,2015,167
GIOVANNI,Homme,2014,157
GIOVANNI,Homme,2013,149
GIOVANNI,Homme,2012,183
GIOVANNI,Homme,2011,175
GIOVANNI,Homme,2010,193
GIOVANNI,Homme,2009,208
GIOVANNI,Homme,2008,187
GIOVANNI,Homme,2007,196
GIOVANNI,Homme,2006,207
GIOVANNI,Homme,2005,209
GIOVANNI,Homme,2004,208
GIOVANNI,Homme,2003,172
GIOVANNI,Homme,2002,161
GIOVANNI,Homme,2001,191
GIOVANNI,Homme,2000,229
GIOVANNI,Homme,1999,233
GIOVANNI,Homme,1998,214
GIOVANNI,Homme,1997,201
GIOVANNI,Homme,1996,195
GIOVANNI,Homme,1995,198
GIOVANNI,Homme,1994,173
GIOVANNI,Homme,1993,193
GIOVANNI,Homme,1992,268
GIOVANNI,Homme,1991,269
GIOVANNI,Homme,1990,294
GIOVANNI,Homme,1989,240
GIOVANNI,Homme,1988,215
GIOVANNI,Homme,1987,219
GIOVANNI,Homme,1986,206
GIOVANNI,Homme,1985,191
GIOVANNI,Homme,1984,176
GIOVANNI,Homme,1983,198
GIOVANNI,Homme,1982,164
GIOVANNI,Homme,1981,164
GIOVANNI,Homme,1980,143
GIOVANNI,Homme,1979,154
GIOVANNI,Homme,1969,105
GIOVANNI,Homme,1968,134
GIOVANNI,Homme,1967,112
GIOVANNI,Homme,1966,144
GIOVANNI,Homme,1965,109
GIOVANNI,Homme,1964,136
GIOVANNI,Homme,1963,144
GIOVANNI,Homme,1962,154
GIOVANNI,Homme,1961,142
GIOVANNI,Homme,1960,142
GIOVANNI,Homme,1959,124
GISELE,Femme,1975,105
GISELE,Femme,1974,189
GISELE,Femme,1973,235
GISELE,Femme,1972,215
GISELE,Femme,1971,274
GISELE,Femme,1970,354
GISELE,Femme,1969,353
GISELE,Femme,1968,429
GISELE,Femme,1967,402
GISELE,Femme,1966,687
GISELE,Femme,1965,779
GISELE,Femme,1964,939
GISELE,Femme,1963,1058
GISELE,Femme,1962,1181
GISELE,Femme,1961,1027
GISELE,Femme,1960,1315
GISELE,Femme,1959,1639
GISELE,Femme,1958,1662
GISELE,Femme,1957,1855
GISELE,Femme,1956,1861
GISELE,Femme,1955,2097
GISELE,Femme,1954,2209
GISELE,Femme,1953,2426
GISELE,Femme,1952,2703
GISELE,Femme,1951,3004
GISELE,Femme,1950,3139
GISELE,Femme,1949,3366
GISELE,Femme,1948,3534
GISELE,Femme,1947,3573
GISELE,Femme,1946,3452
GISELE,Femme,1945,2131
GISELE,Femme,1944,2546
GISELE,Femme,1943,2635
GISELE,Femme,1942,2507
GISELE,Femme,1941,2260
GISELE,Femme,1940,2362
GISELE,Femme,1939,2943
GISELE,Femme,1938,3025
GISELE,Femme,1937,3293
GISELE,Femme,1936,2733
GISELE,Femme,1935,3316
GISELE,Femme,1934,2945
GISELE,Femme,1933,3485
GISELE,Femme,1932,3991
GISELE,Femme,1931,4075
GISELE,Femme,1930,4282
GISELE,Femme,1929,4103
GISELE,Femme,1928,4011
GISELE,Femme,1927,4090
GISELE,Femme,1926,3463
GISELE,Femme,1925,3092
GISELE,Femme,1924,3150
GISELE,Femme,1923,2488
GISELE,Femme,1922,2800
GISELE,Femme,1921,2614
GISELE,Femme,1920,2115
GISELE,Femme,1919,918
GISELE,Femme,1918,753
GISELE,Femme,1917,634
GISELE,Femme,1916,496
GISELE,Femme,1915,502
GISELE,Femme,1914,732
GISELE,Femme,1913,896
GISELE,Femme,1912,803
GISELE,Femme,1911,553
GISELE,Femme,1910,560
GISELE,Femme,1909,506
GISELE,Femme,1908,433
GISELE,Femme,1907,299
GISELE,Femme,1906,225
GISELE,Femme,1905,235
GISELE,Femme,1904,184
GISELE,Femme,1903,153
GISELE,Femme,1902,128
GISELE,Femme,1901,130
GISELLE,Femme,1939,102
GISELLE,Femme,1938,108
GISELLE,Femme,1937,118
GISELLE,Femme,1935,140
GISELLE,Femme,1934,141
GISELLE,Femme,1933,179
GISELLE,Femme,1932,181
GISELLE,Femme,1931,196
GISELLE,Femme,1930,198
GISELLE,Femme,1929,222
GISELLE,Femme,1928,207
GISELLE,Femme,1927,208
GISELLE,Femme,1926,218
GISELLE,Femme,1925,240
GISELLE,Femme,1924,392
GISELLE,Femme,1923,229
GISELLE,Femme,1922,385
GISELLE,Femme,1921,341
GISELLE,Femme,1920,328
GISELLE,Femme,1919,158
GISELLE,Femme,1918,129
GISELLE,Femme,1915,110
GISELLE,Femme,1913,150
GISELLE,Femme,1912,175
GISELLE,Femme,1910,139
GISELLE,Femme,1909,112
GISLAINE,Femme,1963,108
GISLAINE,Femme,1962,105
GISLAINE,Femme,1961,134
GISLAINE,Femme,1960,128
GISLAINE,Femme,1959,154
GISLAINE,Femme,1958,171
GISLAINE,Femme,1957,175
GISLAINE,Femme,1956,179
GISLAINE,Femme,1955,183
GISLAINE,Femme,1954,147
GISLAINE,Femme,1953,156
GISLAINE,Femme,1952,202
GISLAINE,Femme,1951,213
GISLAINE,Femme,1950,196
GISLAINE,Femme,1949,193
GISLAINE,Femme,1948,186
GISLAINE,Femme,1947,169
GISLAINE,Femme,1946,159
GISLAINE,Femme,1945,101
GIULIA,Femme,2020,1265
GIULIA,Femme,2019,1185
GIULIA,Femme,2018,1149
GIULIA,Femme,2017,1122
GIULIA,Femme,2016,1107
GIULIA,Femme,2015,1197
GIULIA,Femme,2014,1181
GIULIA,Femme,2013,1058
GIULIA,Femme,2012,808
GIULIA,Femme,2011,389
GIULIA,Femme,2010,293
GIULIA,Femme,2009,285
GIULIA,Femme,2008,221
GIULIA,Femme,2007,178
GIULIA,Femme,2006,176
GIULIA,Femme,2004,106
GIULIAN,Homme,2020,311
GIULIAN,Homme,2019,276
GIULIAN,Homme,2018,220
GIULIAN,Homme,2017,236
GIULIAN,Homme,2016,243
GIULIAN,Homme,2015,268
GIULIAN,Homme,2014,228
GIULIAN,Homme,2013,203
GIULIAN,Homme,2012,208
GIULIANA,Femme,2020,106
GIULIANA,Femme,2019,122
GIULIANA,Femme,2018,103
GIULIANA,Femme,2016,106
GIULIANA,Femme,2015,132
GIULIANA,Femme,2014,114
GIULIANA,Femme,2013,121
GIULIANA,Femme,2012,106
GIUSEPPE,Homme,1967,102
GIUSEPPE,Homme,1963,101
GIUSEPPE,Homme,1962,108
GIUSEPPE,Homme,1961,107
GIUSEPPE,Homme,1960,105
GLADYS,Femme,2012,101
GLADYS,Femme,2011,119
GLADYS,Femme,2010,102
GLADYS,Femme,2009,104
GLADYS,Femme,2008,116
GLADYS,Femme,2007,124
GLADYS,Femme,2006,110
GLADYS,Femme,2005,149
GLADYS,Femme,2004,158
GLADYS,Femme,2003,147
GLADYS,Femme,2002,144
GLADYS,Femme,2001,154
GLADYS,Femme,2000,144
GLADYS,Femme,1999,152
GLADYS,Femme,1998,151
GLADYS,Femme,1997,140
GLADYS,Femme,1996,131
GLADYS,Femme,1995,162
GLADYS,Femme,1994,159
GLADYS,Femme,1993,161
GLADYS,Femme,1992,163
GLADYS,Femme,1991,174
GLADYS,Femme,1990,186
GLADYS,Femme,1989,169
GLADYS,Femme,1988,161
GLADYS,Femme,1987,159
GLADYS,Femme,1986,200
GLADYS,Femme,1985,205
GLADYS,Femme,1984,167
GLADYS,Femme,1983,211
GLADYS,Femme,1982,196
GLADYS,Femme,1981,269
GLADYS,Femme,1980,287
GLADYS,Femme,1979,221
GLADYS,Femme,1978,199
GLADYS,Femme,1977,237
GLADYS,Femme,1976,291
GLADYS,Femme,1975,339
GLADYS,Femme,1974,345
GLADYS,Femme,1973,186
GLADYS,Femme,1972,180
GLADYS,Femme,1971,156
GLADYS,Femme,1970,125
GLADYS,Femme,1969,125
GLORIA,Femme,2020,131
GLORIA,Femme,2019,122
GLORIA,Femme,2018,112
GLORIA,Femme,2017,109
GRACE,Femme,2011,112
GRACE,Femme,2010,128
GRACE,Femme,2009,135
GRACE,Femme,2008,141
GRACE,Femme,2007,138
GRACE,Femme,2006,141
GRACE,Femme,2005,174
GRACE,Femme,2004,119
GRACE,Femme,2003,127
GRACE,Femme,2002,110
GRAZIELLA,Femme,1991,112
GRAZIELLA,Femme,1990,150
GRAZIELLA,Femme,1989,153
GRAZIELLA,Femme,1988,202
GRAZIELLA,Femme,1987,153
GRAZIELLA,Femme,1986,138
GRAZIELLA,Femme,1985,133
GRAZIELLA,Femme,1984,126
GRAZIELLA,Femme,1983,173
GRAZIELLA,Femme,1982,150
GRAZIELLA,Femme,1981,166
GRAZIELLA,Femme,1980,174
GRAZIELLA,Femme,1979,201
GRAZIELLA,Femme,1978,229
GRAZIELLA,Femme,1977,211
GRAZIELLA,Femme,1976,155
GRAZIELLA,Femme,1975,164
GRAZIELLA,Femme,1974,187
GRAZIELLA,Femme,1973,208
GRAZIELLA,Femme,1972,164
GRAZIELLA,Femme,1971,165
GRAZIELLA,Femme,1970,169
GRAZIELLA,Femme,1969,193
GRAZIELLA,Femme,1968,191
GRAZIELLA,Femme,1967,171
GRAZIELLA,Femme,1966,156
GRAZIELLA,Femme,1965,170
GRAZIELLA,Femme,1964,201
GRAZIELLA,Femme,1963,177
GRAZIELLA,Femme,1962,157
GRAZIELLA,Femme,1961,155
GRAZIELLA,Femme,1960,174
GRAZIELLA,Femme,1959,145
GRAZIELLA,Femme,1958,146
GRAZIELLA,Femme,1957,125
GRAZIELLA,Femme,1956,142
GREGOIRE,Homme,2020,104
GREGOIRE,Homme,2019,108
GREGOIRE,Homme,2018,145
GREGOIRE,Homme,2017,146
GREGOIRE,Homme,2016,167
GREGOIRE,Homme,2015,166
GREGOIRE,Homme,2014,203
GREGOIRE,Homme,2013,265
GREGOIRE,Homme,2012,241
GREGOIRE,Homme,2011,217
GREGOIRE,Homme,2011,123
GREGOIRE,Homme,2010,229
GREGOIRE,Homme,2010,137
GREGOIRE,Homme,2009,366
GREGOIRE,Homme,2008,353
GREGOIRE,Homme,2007,378
GREGOIRE,Homme,2006,424
GREGOIRE,Homme,2005,418
GREGOIRE,Homme,2004,414
GREGOIRE,Homme,2003,504
GREGOIRE,Homme,2002,598
GREGOIRE,Homme,2001,677
GREGOIRE,Homme,2000,722
GREGOIRE,Homme,1999,763
GREGOIRE,Homme,1998,800
GREGOIRE,Homme,1997,774
GREGOIRE,Homme,1996,753
GREGOIRE,Homme,1995,624
GREGOIRE,Homme,1994,601
GREGOIRE,Homme,1993,597
GREGOIRE,Homme,1992,648
GREGOIRE,Homme,1991,708
GREGOIRE,Homme,1990,627
GREGOIRE,Homme,1989,612
GREGOIRE,Homme,1988,593
GREGOIRE,Homme,1987,528
GREGOIRE,Homme,1986,486
GREGOIRE,Homme,1985,463
GREGOIRE,Homme,1984,465
GREGOIRE,Homme,1983,424
GREGOIRE,Homme,1982,398
GREGOIRE,Homme,1981,412
GREGOIRE,Homme,1980,408
GREGOIRE,Homme,1979,409
GREGOIRE,Homme,1978,342
GREGOIRE,Homme,1977,339
GREGOIRE,Homme,1976,279
GREGOIRE,Homme,1975,306
GREGOIRE,Homme,1974,274
GREGOIRE,Homme,1973,272
GREGOIRE,Homme,1972,260
GREGOIRE,Homme,1971,281
GREGOIRE,Homme,1970,230
GREGOIRE,Homme,1969,175
GREGOIRE,Homme,1968,162
GREGOIRE,Homme,1967,145
GREGOIRE,Homme,1966,132
GREGOIRE,Homme,1965,109
GREGOIRE,Homme,1964,106
GREGOIRE,Homme,1958,113
GREGORY,Homme,2012,138
GREGORY,Homme,2011,130
GREGORY,Homme,2010,195
GREGORY,Homme,2009,320
GREGORY,Homme,2008,466
GREGORY,Homme,2007,369
GREGORY,Homme,2006,331
GREGORY,Homme,2005,401
GREGORY,Homme,2004,355
GREGORY,Homme,2003,451
GREGORY,Homme,2002,569
GREGORY,Homme,2001,627
GREGORY,Homme,2000,836
GREGORY,Homme,1999,851
GREGORY,Homme,1998,667
GREGORY,Homme,1998,313
GREGORY,Homme,1997,685
