CODE CLIENT;MEDIA;JOUR;HORAIRE;REDUCTION
353730;MAIL;Samedi;Matin;Aucune
460737;MAIL;Samedi;Midi;Aucune
343352;MAIL;Mercredi;Matin;Aucune
338737;MAIL;Mercredi;Matin;5%
305663;MAIL;Mercredi;Midi;Aucune
506040;MAIL;Mercredi;Matin;5%
277748;MAIL;Samedi;Matin;5%
363739;MAIL;Mercredi;Matin;10euros
365684;MAIL;Mercredi;Midi;Aucune
393982;MAIL;Mercredi;Matin;Aucune
544657;MAIL;Mercredi;Midi;10%
449836;MAIL;Samedi;Matin;10%
497552;MAIL;Mercredi;Matin;10%
56057;MAIL;Mercredi;Midi;5%
37014;MAIL;Samedi;Matin;5%
550773;MAIL;Samedi;Matin;5%
447917;MAIL;Samedi;Midi;5%
444281;MAIL;Mercredi;Midi;5%
549280;MAIL;Mercredi;Matin;5%
369139;MAIL;Samedi;Midi;10%
402254;MAIL;Samedi;Matin;5%
492378;MAIL;Mercredi;Matin;5%
492383;MAIL;Mercredi;Midi;Aucune
468708;MAIL;Mercredi;Midi;Aucune
313130;MAIL;Mercredi;Midi;5%
396896;MAIL;Samedi;Matin;5%
567529;MAIL;Samedi;Matin;5%
448519;MAIL;Samedi;Matin;Aucune
383783;MAIL;Samedi;Matin;Aucune
122165;MAIL;Mercredi;Matin;10%
502137;MAIL;Mercredi;Midi;Aucune
473267;MAIL;Samedi;Matin;5%
335594;MAIL;Samedi;Matin;Aucune
354208;MAIL;Samedi;Matin;5%
435968;MAIL;Samedi;Matin;10%
363140;MAIL;Samedi;Matin;10%
416475;MAIL;Samedi;Matin;10euros
78350;MAIL;Samedi;Matin;Aucune
42108;MAIL;Samedi;Matin;10%
360592;MAIL;Mercredi;Midi;10euros
338743;MAIL;Mercredi;Matin;10%
391409;MAIL;Lundi;Midi;Aucune
53836;MAIL;Vendredi;Midi;10euros
518295;MAIL;Mercredi;Midi;10%
437412;MAIL;Mercredi;Matin;Aucune
421135;MAIL;Mercredi;Matin;Aucune
517348;MAIL;Mercredi;Matin;10%
393603;MAIL;Samedi;Midi;5%
506145;MAIL;Samedi;Matin;5%
494619;MAIL;Mercredi;Midi;10%
564875;MAIL;Mercredi;Matin;Aucune
385886;MAIL;Mercredi;Midi;Aucune
41560;MAIL;Mercredi;Midi;Aucune
345133;MAIL;Samedi;Midi;5%
516695;MAIL;Mercredi;Midi;Aucune
443195;MAIL;Samedi;Matin;Aucune
464965;MAIL;Samedi;Matin;10%
503257;MAIL;Mercredi;Matin;Aucune
510449;MAIL;Mercredi;Matin;10%
515616;MAIL;Mercredi;Matin;Aucune
508296;MAIL;Mercredi;Matin;5%
419111;MAIL;Samedi;Matin;10%
447013;MAIL;Mercredi;Matin;Aucune
537285;MAIL;Samedi;Matin;Aucune
397239;MAIL;Mercredi;Midi;10euros
360392;MAIL;Mercredi;Matin;5%
563720;MAIL;Mercredi;Midi;5%
462636;MAIL;Samedi;Matin;10euros
448428;MAIL;Samedi;Matin;Aucune
415276;MAIL;Mercredi;Matin;Aucune
440692;MAIL;Samedi;Matin;5%
340692;MAIL;Mercredi;Matin;10euros
561371;MAIL;Samedi;Matin;5%
372536;MAIL;Samedi;Matin;5%
516394;MAIL;Mercredi;Matin;Aucune
434175;MAIL;Mercredi;Matin;Aucune
46660;MAIL;Samedi;Matin;5%
559864;MAIL;Samedi;Matin;10%
483897;MAIL;Mercredi;Matin;Aucune
520957;MAIL;Mercredi;Matin;10%
515721;MAIL;Mercredi;Matin;Aucune
411064;MAIL;Samedi;Matin;10euros
432703;MAIL;Mercredi;Matin;10%
501921;MAIL;Samedi;Matin;Aucune
564881;MAIL;Mercredi;Midi;10%
585588;MAIL;Mercredi;Matin;Aucune
446728;MAIL;Samedi;Matin;5%
517115;MAIL;Mercredi;Matin;5%
73533;MAIL;Samedi;Matin;Aucune
91272;MAIL;Mercredi;Matin;Aucune
483850;MAIL;Samedi;Matin;5%
511135;MAIL;Mercredi;Matin;Aucune
558638;MAIL;Mercredi;Matin;Aucune
262861;MAIL;Mercredi;Matin;Aucune
525651;MAIL;Samedi;Matin;Aucune
468617;MAIL;Samedi;Matin;5%
541080;MAIL;Samedi;Matin;Aucune
438013;MAIL;Mercredi;Matin;Aucune
423117;MAIL;Samedi;Matin;10%
424081;MAIL;Mercredi;Matin;5%
503399;MAIL;Samedi;Matin;5%
434161;MAIL;Samedi;Matin;Aucune
436309;MAIL;Mercredi;Midi;10%
5460;MAIL;Mercredi;Matin;Aucune
516243;MAIL;Samedi;Matin;5%
504127;MAIL;Mercredi;Matin;Aucune
74734;MAIL;Mercredi;Midi;Aucune
404277;MAIL;Samedi;Matin;Aucune
608505;MAIL;Mercredi;Matin;10euros
434825;MAIL;Samedi;Matin;Aucune
525217;MAIL;Samedi;Matin;5%
30991;MAIL;Samedi;Matin;Aucune
414028;MAIL;Mercredi;Midi;10euros
498670;MAIL;Mercredi;Matin;5%
428444;MAIL;Mercredi;Matin;5%
448944;MAIL;Samedi;Matin;Aucune
122121;MAIL;Samedi;Matin;10%
32282;MAIL;Mercredi;Midi;Aucune
560070;MAIL;Mercredi;Matin;5%
451607;MAIL;Samedi;Matin;10euros
228404;MAIL;Samedi;Matin;Aucune
415497;MAIL;Samedi;Matin;Aucune
564905;MAIL;Samedi;Matin;Aucune
454021;MAIL;Samedi;Matin;Aucune
553620;MAIL;Samedi;Matin;10%
555856;MAIL;Samedi;Matin;Aucune
386417;MAIL;Mercredi;Midi;Aucune
447223;MAIL;Samedi;Matin;Aucune
518023;MAIL;Samedi;Matin;5%
410772;MAIL;Samedi;Matin;5%
493131;MAIL;Mercredi;Midi;5%
498048;MAIL;Samedi;Matin;5%
521636;MAIL;Samedi;Matin;Aucune
502337;MAIL;Mercredi;Midi;5%
517355;MAIL;Mercredi;Matin;10%
528002;MAIL;Samedi;Matin;5%
535502;MAIL;Samedi;Matin;10%
368974;MAIL;Samedi;Matin;10%
512921;MAIL;Samedi;Matin;10%
365452;MAIL;Mercredi;Matin;Aucune
134136;MAIL;Mercredi;Matin;Aucune
562483;MAIL;Mercredi;Matin;Aucune
84012;MAIL;Samedi;Matin;10%
407705;MAIL;Samedi;Matin;10%
347397;MAIL;Samedi;Matin;10%
434855;MAIL;Samedi;Matin;5%
454586;MAIL;Samedi;Matin;Aucune
58084;MAIL;Samedi;Matin;10euros
566835;MAIL;Mercredi;Matin;5%
476970;MAIL;Samedi;Matin;Aucune
338444;MAIL;Samedi;Matin;10euros
346460;MAIL;Mercredi;Matin;10euros
470268;MAIL;Samedi;Matin;5%
154550;MAIL;Mercredi;Matin;5%
35339;MAIL;Mercredi;Matin;Aucune
563439;MAIL;Samedi;Matin;Aucune
123933;MAIL;Samedi;Matin;10%
497406;MAIL;Mercredi;Matin;Aucune
493515;MAIL;Mercredi;Matin;5%
497617;MAIL;Samedi;Matin;10%
114987;MAIL;Mercredi;Matin;10%
605883;MAIL;Samedi;Matin;5%
479797;MAIL;Samedi;Matin;Aucune
459569;MAIL;Mercredi;Matin;Aucune
497371;MAIL;Mercredi;Matin;Aucune
497067;MAIL;Samedi;Matin;10%
288375;MAIL;Samedi;Matin;Aucune
73676;MAIL;Samedi;Matin;Aucune
424598;MAIL;Samedi;Matin;5%
499390;MAIL;Samedi;Matin;10euros
40461;MAIL;Samedi;Matin;5%
558650;MAIL;Mercredi;Midi;Aucune
566136;MAIL;Samedi;Matin;10%
347464;MAIL;Mercredi;Matin;Aucune
619528;MAIL;Mercredi;Matin;5%
514813;MAIL;Mercredi;Matin;5%
505655;MAIL;Mercredi;Midi;5%
347582;MAIL;Samedi;Matin;5%
581394;MAIL;Samedi;Matin;Aucune
379731;MAIL;Samedi;Matin;10%
374299;MAIL;Samedi;Matin;10%
105874;MAIL;Samedi;Matin;10euros
588184;MAIL;Mercredi;Matin;5%
590406;MAIL;Samedi;Matin;Aucune
345432;MAIL;Mercredi;Matin;Aucune
168863;MAIL;Mercredi;Matin;10%
574487;MAIL;Mercredi;Midi;5%
607113;MAIL;Samedi;Matin;5%
402749;MAIL;Mercredi;Matin;Aucune
375728;MAIL;Samedi;Matin;Aucune
442855;MAIL;Samedi;Matin;5%
561262;MAIL;Samedi;Matin;10%
576061;MAIL;Mercredi;Matin;5%
574571;MAIL;Mercredi;Matin;Aucune
61408;MAIL;Mercredi;Midi;10%
494617;MAIL;Mercredi;Matin;Aucune
573149;MAIL;Samedi;Matin;5%
440284;MAIL;Samedi;Matin;5%
519249;MAIL;Mercredi;Matin;Aucune
342296;MAIL;Samedi;Matin;10euros
56331;MAIL;Samedi;Matin;Aucune
562387;MAIL;Samedi;Matin;Aucune
398620;MAIL;Samedi;Matin;5%
39235;MAIL;Samedi;Matin;10euros
516092;MAIL;Samedi;Matin;Aucune
381446;MAIL;Samedi;Matin;5%
550675;MAIL;Mercredi;Matin;5%
578377;MAIL;Mercredi;Midi;5%
561294;MAIL;Samedi;Matin;Aucune
94332;MAIL;Mercredi;Midi;5%
441622;MAIL;Samedi;Matin;5%
598382;MAIL;Mercredi;Matin;Aucune
610394;MAIL;Mercredi;Matin;5%
519808;MAIL;Mercredi;Matin;5%
86635;MAIL;Samedi;Matin;5%
381458;MAIL;Mercredi;Matin;10euros
443949;MAIL;Mercredi;Matin;Aucune
520554;MAIL;Samedi;Matin;Aucune
66579;MAIL;Mercredi;Matin;5%
513964;MAIL;Samedi;Après-midi;10euros
445384;MAIL;Mercredi;Après-midi;Aucune
572744;MAIL;Samedi;Après-midi;10euros
436387;MAIL;Samedi;Après-midi;Aucune
439991;MAIL;Samedi;Après-midi;Aucune
452177;MAIL;Samedi;Après-midi;10euros
289435;MAIL;Samedi;Après-midi;Aucune
442037;MAIL;Samedi;Après-midi;5%
157644;MAIL;Mercredi;Matin;Aucune
519475;MAIL;Mercredi;Midi;10%
429940;MAIL;Samedi;Après-midi;Aucune
60044;MAIL;Samedi;Après-midi;10%
407589;MAIL;Samedi;Après-midi;5%
365791;MAIL;Samedi;Après-midi;10%
357548;MAIL;Samedi;Après-midi;10%
511657;MAIL;Mercredi;Midi;10euros
495938;MAIL;Mercredi;Midi;Aucune
39299;MAIL;Samedi;Après-midi;5%
468074;MAIL;Mercredi;Midi;5%
597252;MAIL;Samedi;Après-midi;5%
73327;MAIL;Samedi;Après-midi;Aucune
471998;MAIL;Samedi;Après-midi;5%
335855;MAIL;Samedi;Après-midi;5%
315095;MAIL;Mercredi;Midi;5%
453706;MAIL;Mercredi;Matin;5%
384876;MAIL;Samedi;Après-midi;10%
545682;MAIL;Mercredi;Midi;10%
347734;MAIL;Mercredi;Après-midi;Aucune
369599;MAIL;Mercredi;Midi;Aucune
312031;MAIL;Mercredi;Midi;Aucune
416440;MAIL;Mercredi;Midi;10euros
384502;MAIL;Mercredi;Après-midi;10euros
160772;MAIL;Samedi;Après-midi;10%
61341;MAIL;Mercredi;Après-midi;Aucune
454601;MAIL;Samedi;Après-midi;10%
84921;MAIL;Samedi;Après-midi;Aucune
57158;MAIL;Mercredi;Après-midi;Aucune
295402;MAIL;Mercredi;Après-midi;10%
597443;MAIL;Mercredi;Midi;10%
399375;MAIL;Mercredi;Matin;10euros
423045;MAIL;Mercredi;Matin;Aucune
424517;MAIL;Samedi;Après-midi;Aucune
542186;MAIL;Samedi;Après-midi;Aucune
407910;MAIL;Samedi;Après-midi;Aucune
536587;MAIL;Mercredi;Après-midi;Aucune
128723;MAIL;Samedi;Après-midi;Aucune
545275;MAIL;Samedi;Après-midi;5%
448546;MAIL;Mercredi;Midi;10%
469885;MAIL;Mercredi;Après-midi;5%
472006;MAIL;Mercredi;Matin;10%
353223;MAIL;Mercredi;Après-midi;10%
97871;MAIL;Mercredi;Midi;Aucune
420005;MAIL;Mercredi;Après-midi;5%
550733;MAIL;Mercredi;Après-midi;Aucune
506272;MAIL;Samedi;Après-midi;10%
615134;MAIL;Samedi;Après-midi;10euros
555768;MAIL;Samedi;Après-midi;10%
178049;MAIL;Mercredi;Matin;10%
464147;MAIL;Mercredi;Après-midi;Aucune
145661;MAIL;Samedi;Après-midi;5%
622463;MAIL;Mercredi;Matin;Aucune
306115;MAIL;Samedi;Après-midi;5%
533115;MAIL;Mercredi;Après-midi;Aucune
395698;MAIL;Mercredi;Midi;5%
436376;MAIL;Mercredi;Après-midi;5%
620512;MAIL;Mercredi;Après-midi;5%
21345;MAIL;Samedi;Après-midi;5%
469242;MAIL;Mercredi;Midi;10euros
615247;MAIL;Mercredi;Après-midi;10euros
105216;MAIL;Samedi;Après-midi;5%
417281;MAIL;Samedi;Après-midi;10%
391690;MAIL;Mercredi;Matin;10euros
316142;MAIL;Mercredi;Midi;10%
344553;MAIL;Samedi;Après-midi;Aucune
366451;MAIL;Samedi;Après-midi;5%
311213;MAIL;Mercredi;Midi;10%
566803;MAIL;Samedi;Après-midi;10euros
608503;MAIL;Mercredi;Après-midi;10euros
335416;MAIL;Mercredi;Après-midi;Aucune
354223;MAIL;Mercredi;Après-midi;5%
181571;MAIL;Samedi;Après-midi;Aucune
566734;MAIL;Samedi;Après-midi;10%
453389;MAIL;Samedi;Après-midi;5%
318666;MAIL;Samedi;Après-midi;5%
572050;MAIL;Samedi;Après-midi;Aucune
449556;MAIL;Mercredi;Matin;5%
510358;MAIL;Samedi;Après-midi;10%
379752;MAIL;Samedi;Après-midi;Aucune
390125;MAIL;Samedi;Après-midi;10%
400463;MAIL;Samedi;Après-midi;5%
357551;MAIL;Samedi;Après-midi;Aucune
274640;MAIL;Samedi;Après-midi;Aucune
567511;MAIL;Mercredi;Après-midi;Aucune
119720;MAIL;Samedi;Après-midi;5%
434099;MAIL;Samedi;Après-midi;5%
502347;MAIL;Samedi;Après-midi;Aucune
403317;MAIL;Samedi;Après-midi;5%
365377;MAIL;Samedi;Après-midi;5%
559996;MAIL;Samedi;Après-midi;5%
125850;MAIL;Samedi;Après-midi;Aucune
360377;MAIL;Mercredi;Midi;Aucune
624280;MAIL;Samedi;Après-midi;5%
508278;MAIL;Samedi;Après-midi;5%
334448;MAIL;Samedi;Après-midi;10euros
456571;MAIL;Samedi;Après-midi;5%
219164;MAIL;Mercredi;Après-midi;5%
396782;MAIL;Samedi;Après-midi;10%
372166;MAIL;Samedi;Après-midi;10%
126580;MAIL;Samedi;Après-midi;Aucune
332730;MAIL;Mercredi;Après-midi;Aucune
616508;MAIL;Samedi;Après-midi;10%
346207;MAIL;Mercredi;Après-midi;10%
443910;MAIL;Samedi;Après-midi;10%
560984;MAIL;Mercredi;Après-midi;Aucune
456627;MAIL;Samedi;Après-midi;Aucune
292462;MAIL;Samedi;Après-midi;10%
523985;MAIL;Samedi;Après-midi;Aucune
519548;MAIL;Mercredi;Après-midi;Aucune
326136;MAIL;Samedi;Après-midi;10euros
502151;MAIL;Samedi;Après-midi;10%
512400;MAIL;Mercredi;Après-midi;5%
362286;MAIL;Samedi;Après-midi;10%
540947;MAIL;Samedi;Après-midi;Aucune
332039;MAIL;Samedi;Après-midi;10euros
334848;MAIL;Samedi;Après-midi;10%
78360;MAIL;Samedi;Après-midi;10euros
163582;MAIL;Mercredi;Après-midi;5%
440301;MAIL;Samedi;Après-midi;5%
445386;MAIL;Samedi;Après-midi;10%
438642;MAIL;Samedi;Après-midi;5%
2010;MAIL;Samedi;Après-midi;10%
336543;MAIL;Samedi;Après-midi;Aucune
402909;MAIL;Mercredi;Après-midi;10%
429296;MAIL;Samedi;Après-midi;Aucune
318950;MAIL;Mercredi;Après-midi;10%
153210;MAIL;Samedi;Après-midi;5%
64567;MAIL;Samedi;Après-midi;Aucune
55750;MAIL;Mercredi;Midi;5%
443961;MAIL;Mercredi;Matin;Aucune
443659;MAIL;Mercredi;Midi;5%
448497;MAIL;Samedi;Après-midi;Aucune
572642;MAIL;Samedi;Après-midi;10%
506073;MAIL;Samedi;Après-midi;10%
348142;MAIL;Samedi;Après-midi;5%
621716;MAIL;Samedi;Après-midi;Aucune
589157;MAIL;Samedi;Après-midi;5%
234899;MAIL;Mercredi;Midi;Aucune
397696;MAIL;Mercredi;Midi;5%
346452;MAIL;Mercredi;Après-midi;Aucune
553185;MAIL;Samedi;Après-midi;Aucune
581366;MAIL;Mercredi;Matin;10euros
429167;MAIL;Samedi;Après-midi;10euros
457959;MAIL;Samedi;Après-midi;5%
619639;MAIL;Samedi;Après-midi;10%
395303;MAIL;Samedi;Après-midi;Aucune
577239;MAIL;Mercredi;Après-midi;10%
405200;MAIL;Mercredi;Midi;Aucune
462347;MAIL;Samedi;Après-midi;10%
398136;MAIL;Mercredi;Matin;10euros
354993;MAIL;Mercredi;Après-midi;Aucune
581238;MAIL;Mercredi;Après-midi;Aucune
581373;MAIL;Samedi;Après-midi;10%
394738;MAIL;Mercredi;Midi;Aucune
592525;MAIL;Samedi;Après-midi;5%
441545;MAIL;Samedi;Après-midi;Aucune
399655;MAIL;Mercredi;Midi;10euros
591818;MAIL;Samedi;Après-midi;5%
302962;MAIL;Samedi;Après-midi;Aucune
621609;MAIL;Samedi;Après-midi;5%
445511;MAIL;Samedi;Après-midi;10euros
306691;MAIL;Samedi;Après-midi;Aucune
617172;MAIL;Mercredi;Midi;5%
297439;MAIL;Mercredi;Après-midi;5%
309709;MAIL;Mercredi;Après-midi;10%
92782;MAIL;Mercredi;Midi;10euros
614647;MAIL;Mercredi;Matin;5%
505092;MAIL;Mercredi;Midi;Aucune
183672;MAIL;Samedi;Après-midi;Aucune
463712;MAIL;Samedi;Après-midi;10%
492386;MAIL;Mercredi;Matin;Aucune
580845;MAIL;Mercredi;Après-midi;Aucune
424109;MAIL;Samedi;Après-midi;5%
378832;MAIL;Samedi;Après-midi;Aucune
538432;MAIL;Mercredi;Après-midi;Aucune
513958;MAIL;Mercredi;Après-midi;5%
562358;MAIL;Samedi;Après-midi;Aucune
608418;MAIL;Mercredi;Matin;Aucune
554735;MAIL;Samedi;Après-midi;Aucune
577278;MAIL;Samedi;Après-midi;5%
561111;MAIL;Samedi;Après-midi;10euros
620505;MAIL;Samedi;Après-midi;Aucune
397416;MAIL;Mercredi;Après-midi;5%
537860;MAIL;Samedi;Après-midi;Aucune
405387;MAIL;Samedi;Après-midi;Aucune
557130;MAIL;Samedi;Après-midi;Aucune
464042;MAIL;Mercredi;Après-midi;10%
423240;MAIL;Mercredi;Après-midi;10%
576629;MAIL;Mercredi;Midi;10%
588173;MAIL;Mercredi;Après-midi;Aucune
436712;MAIL;Samedi;Après-midi;5%
608698;MAIL;Mercredi;Midi;5%
88419;MAIL;Mercredi;Matin;Aucune
624732;MAIL;Mercredi;Midi;5%
617296;MAIL;Samedi;Midi;10euros
341833;MAIL;Samedi;Midi;10euros
485046;MAIL;Samedi;Midi;5%
8627;MAIL;Mercredi;Midi;Aucune
179187;MAIL;Mercredi;Midi;Aucune
21396;MAIL;Samedi;Midi;10euros
109100;MAIL;Mercredi;Matin;Aucune
482813;MAIL;Mercredi;Midi;5%
615052;MAIL;Mercredi;Matin;Aucune
336777;MAIL;Samedi;Midi;Aucune
347091;MAIL;Samedi;Midi;5%
376900;MAIL;Samedi;Midi;5%
473028;MAIL;Samedi;Après-midi;5%
423128;MAIL;Mercredi;Après-midi;Aucune
457567;MAIL;Samedi;Après-midi;Aucune
480414;MAIL;Samedi;Midi;Aucune
395364;MAIL;Samedi;Midi;10%
348081;MAIL;Mercredi;Midi;5%
376918;MAIL;Samedi;Midi;10%
489327;MAIL;Mercredi;Midi;5%
372257;MAIL;Samedi;Après-midi;10euros
396497;MAIL;Samedi;Après-midi;Aucune
623329;MAIL;Samedi;Après-midi;5%
326980;MAIL;Vendredi;Midi;Aucune
338869;MAIL;Samedi;Après-midi;10%
463468;MAIL;Mercredi;Après-midi;Aucune
332879;MAIL;Samedi;Après-midi;Aucune
621993;MAIL;Samedi;Matin;Aucune
375681;MAIL;Samedi;Après-midi;10%
385552;MAIL;Samedi;Après-midi;5%
392592;MAIL;Mercredi;Midi;5%
406012;MAIL;Vendredi;Midi;10%
623986;MAIL;Mercredi;Midi;5%
338931;MAIL;Lundi;Midi;Aucune
536811;MAIL;Samedi;Matin;Aucune
518462;MAIL;Vendredi;Midi;Aucune
242161;MAIL;Samedi;Après-midi;5%
489070;MAIL;Samedi;Après-midi;10%
490628;MAIL;Samedi;Matin;5%
495556;MAIL;Samedi;Midi;5%
438665;MAIL;Vendredi;Midi;10%
380134;MAIL;Mercredi;Midi;Aucune
96481;MAIL;Lundi;Midi;10%
179068;MAIL;Vendredi;Matin;Aucune
550499;MAIL;Mercredi;Midi;Aucune
597395;MAIL;Lundi;Midi;10euros
338441;MAIL;Samedi;Midi;5%
60070;MAIL;Dimanche;Midi;Aucune
425290;MAIL;Samedi;Après-midi;Aucune
388521;MAIL;Samedi;Midi;5%
400470;MAIL;Lundi;Matin;10%
379392;MAIL;Dimanche;Midi;Aucune
388980;MAIL;Mercredi;Midi;Aucune
457571;MAIL;Vendredi;Midi;Aucune
407825;MAIL;Vendredi;Matin;Aucune
432656;MAIL;Mercredi;Midi;10%
380423;MAIL;Lundi;Midi;Aucune
174583;MAIL;Dimanche;Midi;10%
597995;MAIL;Samedi;Après-midi;5%
347266;MAIL;Mercredi;Après-midi;5%
602541;MAIL;Lundi;Après-midi;10%
354503;MAIL;Samedi;Après-midi;Aucune
463786;MAIL;Samedi;Matin;10euros
464047;MAIL;Mercredi;Après-midi;Aucune
332755;MAIL;Dimanche;Matin;5%
96181;MAIL;Lundi;Matin;5%
385558;MAIL;Vendredi;Matin;Aucune
347182;MAIL;Samedi;Midi;10%
428281;MAIL;Samedi;Après-midi;Aucune
494574;MAIL;Samedi;Après-midi;5%
550536;MAIL;Samedi;Après-midi;5%
444672;MAIL;Samedi;Après-midi;10euros
485178;MAIL;Samedi;Après-midi;10%
367079;MAIL;Mercredi;Après-midi;Aucune
557099;MAIL;Samedi;Après-midi;5%
299276;MAIL;Samedi;Après-midi;10euros
444602;MAIL;Samedi;Après-midi;Aucune
515989;MAIL;Mercredi;Après-midi;10%
482665;MAIL;Samedi;Après-midi;5%
103866;MAIL;Lundi;Matin;Aucune
577217;MAIL;Lundi;Midi;Aucune
560175;MAIL;Samedi;Après-midi;5%
476467;MAIL;Samedi;Matin;Aucune
626569;MAIL;Samedi;Après-midi;Aucune
498506;MAIL;Mercredi;Matin;Aucune
627951;MAIL;Mercredi;Après-midi;Aucune
402726;MAIL;Samedi;Après-midi;Aucune
615077;MAIL;Vendredi;Midi;10%
375014;MAIL;Samedi;Après-midi;10%
616983;MAIL;Mercredi;Après-midi;10%
617700;MAIL;Samedi;Après-midi;10euros
389008;MAIL;Lundi;Matin;Aucune
398453;MAIL;Samedi;Après-midi;10%
394472;MAIL;Samedi;Après-midi;Aucune
411824;MAIL;Mercredi;Matin;5%
217545;MAIL;Samedi;Après-midi;10euros
504597;MAIL;Vendredi;Midi;Aucune
517207;MAIL;Samedi;Midi;10%
603933;MAIL;Vendredi;Matin;5%
602520;MAIL;Samedi;Après-midi;10%
139084;MAIL;Samedi;Matin;5%
392416;MAIL;Mercredi;Après-midi;Aucune
10044;MAIL;Mercredi;Après-midi;5%
148342;MAIL;Samedi;Après-midi;Aucune
39331;MAIL;Samedi;Après-midi;10%
483473;MAIL;Lundi;Matin;Aucune
489657;MAIL;Samedi;Matin;5%
346184;MAIL;Samedi;Après-midi;Aucune
385571;MAIL;Samedi;Après-midi;10%
397430;MAIL;Samedi;Après-midi;5%
490639;MAIL;Samedi;Matin;10%
401929;MAIL;Mercredi;Après-midi;10%
487877;MAIL;Samedi;Après-midi;5%
489838;MAIL;Samedi;Après-midi;5%
336674;MAIL;Mercredi;Après-midi;10euros
610309;MAIL;Dimanche;Midi;5%
576678;MAIL;Samedi;Après-midi;10%
404143;MAIL;Samedi;Après-midi;Aucune
500140;MAIL;Samedi;Après-midi;Aucune
338893;MAIL;Samedi;Après-midi;10%
622085;MAIL;Mercredi;Après-midi;5%
445437;MAIL;Samedi;Après-midi;Aucune
332901;MAIL;Vendredi;Midi;5%
377594;MAIL;Mercredi;Matin;5%
384078;MAIL;Mercredi;Après-midi;5%
126218;MAIL;Samedi;Après-midi;10%
482122;MAIL;Mercredi;Après-midi;5%
518024;MAIL;Samedi;Après-midi;Aucune
588168;MAIL;Mercredi;Après-midi;5%
496370;MAIL;Lundi;Matin;Aucune
384129;MAIL;Samedi;Après-midi;Aucune
550534;MAIL;Samedi;Après-midi;Aucune
602421;MAIL;Samedi;Après-midi;Aucune
499691;MAIL;Samedi;Après-midi;10euros
502984;MAIL;Lundi;Matin;Aucune
423168;MAIL;Samedi;Après-midi;10euros
560028;MAIL;Samedi;Midi;10%
602701;MAIL;Samedi;Matin;Aucune
118155;MAIL;Samedi;Après-midi;10euros
118199;MAIL;Mercredi;Après-midi;Aucune
286808;MAIL;Mercredi;Après-midi;Aucune
415985;MAIL;Samedi;Après-midi;5%
511743;MAIL;Mercredi;Après-midi;Aucune
443317;MAIL;Samedi;Après-midi;10euros
334816;MAIL;Samedi;Après-midi;10%
645010;MAIL;Samedi;Après-midi;Aucune
349654;MAIL;Samedi;Après-midi;5%
185251;MAIL;Samedi;Après-midi;5%
138076;MAIL;Mercredi;Après-midi;10%
420714;MAIL;Dimanche;Matin;Aucune
509014;MAIL;Mercredi;Après-midi;5%
338879;MAIL;Lundi;Matin;Aucune
468152;MAIL;Mercredi;Après-midi;5%
614993;MAIL;Samedi;Après-midi;Aucune
649996;MAIL;Samedi;Après-midi;Aucune
402337;MAIL;Samedi;Après-midi;10%
456127;MAIL;Samedi;Après-midi;5%
527990;MAIL;Samedi;Après-midi;Aucune
379400;MAIL;Samedi;Après-midi;Aucune
561282;MAIL;Samedi;Après-midi;5%
555833;MAIL;Samedi;Après-midi;10%
488160;MAIL;Lundi;Matin;10%
409002;MAIL;Samedi;Après-midi;5%
465371;MAIL;Samedi;Après-midi;5%
480431;MAIL;Dimanche;Matin;Aucune
378877;MAIL;Mercredi;Midi;Aucune
646562;MAIL;Samedi;Après-midi;Aucune
556976;MAIL;Mercredi;Midi;5%
517571;MAIL;Mercredi;Matin;5%
519593;MAIL;Mercredi;Après-midi;Aucune
624789;MAIL;Samedi;Après-midi;5%
316549;MAIL;Mercredi;Après-midi;10%
615711;MAIL;Samedi;Après-midi;Aucune
562378;MAIL;Samedi;Après-midi;10euros
397409;MAIL;Samedi;Après-midi;Aucune
449820;MAIL;Samedi;Après-midi;Aucune
475807;MAIL;Mercredi;Après-midi;10%
334757;MAIL;Mercredi;Après-midi;10euros
382327;MAIL;Mercredi;Matin;Aucune
517204;MAIL;Mercredi;Midi;5%
461974;MAIL;Samedi;Après-midi;5%
438734;MAIL;Mercredi;Matin;5%
505473;MAIL;Samedi;Après-midi;10%
560991;MAIL;Samedi;Après-midi;5%
401936;MAIL;Mercredi;Matin;10%
503253;MAIL;Mercredi;Matin;10%
349242;MAIL;Mercredi;Après-midi;Aucune
505164;MAIL;Mercredi;Matin;5%
498370;MAIL;Samedi;Après-midi;Aucune
602489;MAIL;Mercredi;Matin;Aucune
627944;MAIL;Mercredi;Après-midi;5%
438858;MAIL;Samedi;Après-midi;10%
419463;MAIL;Samedi;Après-midi;10%
389424;MAIL;Mercredi;Midi;10euros
358257;MAIL;Samedi;Après-midi;10%
556823;MAIL;Mercredi;Matin;5%
602916;MAIL;Samedi;Après-midi;10%
480073;MAIL;Samedi;Après-midi;10euros
511686;MAIL;Samedi;Après-midi;5%
341402;MAIL;Samedi;Après-midi;5%
372538;MAIL;Mercredi;Matin;5%
525223;MAIL;Samedi;Après-midi;5%
379406;MAIL;Samedi;Après-midi;10%
399653;MAIL;Mercredi;Midi;Aucune
457667;MAIL;Samedi;Après-midi;Aucune
581403;MAIL;Mercredi;Après-midi;10euros
562603;MAIL;Samedi;Après-midi;Aucune
